"TIME (hh:mm:ss)	",PRESSURE (INH2O)  ,,,
0:34:27,-0.226,,,
0:34:27,-0.226,,,
0:34:28,-0.226,,,
0:34:28,-0.229,,,
0:34:28,-0.229,,,
0:34:28,-0.229,,,
0:34:28,-0.232,,,
0:34:29,-0.232,,,
0:34:29,-0.235,,,
0:34:29,-0.232,,,
0:34:29,-0.235,,,
0:34:29,-0.238,,,
0:34:30,-0.238,,,
0:34:30,-0.241,,,
0:34:30,-0.238,,,
0:34:30,-0.238,,,
0:34:30,-0.238,,,
0:34:31,-0.238,,,
0:34:31,-0.238,,,
0:34:31,-0.241,,,
0:34:31,-0.241,,,
0:34:31,-0.241,,,
0:34:32,-0.244,,,
0:34:32,-0.241,,,
0:34:32,-0.247,,,
0:34:32,-0.244,,,
0:34:32,-0.244,,,
0:34:33,-0.247,,,
0:34:33,-0.247,,,
0:34:33,-0.25,,,
0:34:33,-0.247,,,
0:34:33,-0.247,,,
0:34:34,-0.247,,,
0:34:34,-0.253,,,
0:34:34,-0.25,,,
0:34:34,-0.247,,,
0:34:34,-0.247,,,
0:34:35,-0.247,,,
0:34:35,-0.247,,,
0:34:35,-0.244,,,
0:34:35,-0.244,,,
0:34:35,-0.244,,,
0:34:36,-0.247,,,
0:34:36,-0.247,,,
0:34:36,-0.244,,,
0:34:36,-0.244,,,
0:34:36,-0.241,,,
0:34:37,-0.244,,,
0:34:37,-0.244,,,
0:34:37,-0.244,,,
0:34:37,-0.241,,,
0:34:37,-0.241,,,
0:34:38,-0.244,,,
0:34:38,-0.241,,,
0:34:38,-0.241,,,
0:34:38,-0.241,,,
0:34:38,-0.244,,,
0:34:39,-0.241,,,
0:34:39,-0.241,,,
0:34:39,-0.241,,,
0:34:39,-0.241,,,
0:34:39,-0.241,,,
0:34:40,-0.241,,,
0:34:40,-0.241,,,
0:34:40,-0.247,,,
0:34:40,-0.247,,,
0:34:40,-0.244,,,
0:34:41,-0.244,,,
0:34:41,-0.244,,,
0:34:41,-0.244,,,
0:34:41,-0.247,,,
0:34:41,-0.244,,,
0:34:42,-0.244,,,
0:34:42,-0.247,,,
0:34:42,-0.247,,,
0:34:42,-0.247,,,
0:34:42,-0.244,,,
0:34:43,-0.247,,,
0:34:43,-0.244,,,
0:34:43,-0.244,,,
0:34:43,-0.241,,,
0:34:43,-0.241,,,
0:34:44,-0.241,,,
0:34:44,-0.247,,,
0:34:44,-0.241,,,
0:34:44,-0.241,,,
0:34:44,-0.241,,,
0:34:45,-0.241,,,
0:34:45,-0.241,,,
0:34:45,-0.241,,,
0:34:45,-0.241,,,
0:34:45,-0.241,,,
0:34:46,-0.244,,,
0:34:46,-0.241,,,
0:34:46,-0.244,,,
0:34:46,-0.244,,,
0:34:46,-0.241,,,
0:34:47,-0.241,,,
0:34:47,-0.244,,,
0:34:47,-0.244,,,
0:34:47,-0.244,,,
0:34:47,-0.247,,,
0:34:48,-0.244,,,
0:34:48,-0.247,,,
0:34:48,-0.247,,,
0:34:48,-0.244,,,
0:34:48,-0.247,,,
0:34:49,-0.244,,,
0:34:49,-0.244,,,
0:34:49,-0.244,,,
0:34:49,-0.244,,,
0:34:49,-0.244,,,
0:34:50,-0.244,,,
0:34:50,-0.244,,,
0:34:50,-0.244,,,
0:34:50,-0.244,,,
0:34:50,-0.241,,,
0:34:51,-0.244,,,
0:34:51,-0.241,,,
0:34:51,-0.241,,,
0:34:51,-0.241,,,
0:34:51,-0.241,,,
0:34:52,-0.241,,,
0:34:52,-0.238,,,
0:34:52,-0.238,,,
0:34:52,-0.238,,,
0:34:52,-0.238,,,
0:34:53,-0.235,,,
0:34:53,-0.235,,,
0:34:53,-0.235,,,
0:34:53,-0.235,,,
0:34:53,-0.232,,,
0:34:54,-0.229,,,
0:34:54,-0.226,,,
0:34:54,-0.229,,,
0:34:54,-0.229,,,
0:34:54,-0.229,,,
0:34:55,-0.229,,,
0:34:55,-0.229,,,
0:34:55,-0.229,,,
0:34:55,-0.229,,,
0:34:55,-0.232,,,
0:34:56,-0.229,,,
0:34:56,-0.229,,,
0:34:56,-0.232,,,
0:34:56,-0.229,,,
0:34:56,-0.229,,,
0:34:57,-0.226,,,
0:34:57,-0.226,,,
0:34:57,-0.22,,,
0:34:57,-0.22,,,
0:34:57,-0.217,,,
0:34:58,-0.22,,,
0:34:58,-0.217,,,
0:34:58,-0.217,,,
0:34:58,-0.217,,,
0:34:58,-0.214,,,
0:34:59,-0.214,,,
0:34:59,-0.214,,,
0:34:59,-0.214,,,
0:34:59,-0.214,,,
0:34:59,-0.214,,,
0:35:00,-0.214,,,
0:35:00,-0.214,,,
0:35:00,-0.214,,,
0:35:00,-0.214,,,
0:35:00,-0.208,,,
0:35:01,-0.208,,,
0:35:01,-0.208,,,
0:35:01,-0.208,,,
0:35:01,-0.204,,,
0:35:01,-0.201,,,
0:35:02,-0.201,,,
0:35:02,-0.198,,,
0:35:02,-0.195,,,
0:35:02,-0.195,,,
0:35:02,-0.192,,,
0:35:03,-0.189,,,
0:35:03,-0.186,,,
0:35:03,-0.186,,,
0:35:03,-0.183,,,
0:35:03,-0.183,,,
0:35:04,-0.183,,,
0:35:04,-0.18,,,
0:35:04,-0.18,,,
0:35:04,-0.18,,,
0:35:04,-0.177,,,
0:35:05,-0.177,,,
0:35:05,-0.174,,,
0:35:05,-0.174,,,
0:35:05,-0.174,,,
0:35:05,-0.174,,,
0:35:06,-0.171,,,
0:35:06,-0.171,,,
0:35:06,-0.171,,,
0:35:06,-0.168,,,
0:35:06,-0.168,,,
0:35:07,-0.168,,,
0:35:07,-0.165,,,
0:35:07,-0.165,,,
0:35:07,-0.168,,,
0:35:07,-0.162,,,
0:35:08,-0.162,,,
0:35:08,-0.162,,,
0:35:08,-0.159,,,
0:35:08,-0.159,,,
0:35:08,-0.159,,,
0:35:09,-0.159,,,
0:35:09,-0.156,,,
0:35:09,-0.156,,,
0:35:09,-0.159,,,
0:35:09,-0.153,,,
0:35:10,-0.156,,,
0:35:10,-0.153,,,
0:35:10,-0.15,,,
0:35:10,-0.15,,,
0:35:10,-0.15,,,
0:35:11,-0.146,,,
0:35:11,-0.146,,,
0:35:11,-0.146,,,
0:35:11,-0.143,,,
0:35:11,-0.143,,,
0:35:12,-0.143,,,
0:35:12,-0.143,,,
0:35:12,-0.14,,,
0:35:12,-0.146,,,
0:35:12,-0.143,,,
0:35:13,-0.143,,,
0:35:13,-0.14,,,
0:35:13,-0.14,,,
0:35:13,-0.14,,,
0:35:13,-0.14,,,
0:35:14,-0.137,,,
0:35:14,-0.134,,,
0:35:14,-0.137,,,
0:35:14,-0.134,,,
0:35:14,-0.131,,,
0:35:15,-0.131,,,
0:35:15,-0.131,,,
0:35:15,-0.131,,,
0:35:15,-0.131,,,
0:35:15,-0.131,,,
0:35:16,-0.128,,,
0:35:16,-0.128,,,
0:35:16,-0.128,,,
0:35:16,-0.122,,,
0:35:16,-0.125,,,
0:35:17,-0.122,,,
0:35:17,-0.122,,,
0:35:17,-0.119,,,
0:35:17,-0.122,,,
0:35:17,-0.122,,,
0:35:18,-0.125,,,
0:35:18,-0.125,,,
0:35:18,-0.131,,,
0:35:18,-0.131,,,
0:35:18,-0.131,,,
0:35:19,-0.128,,,
0:35:19,-0.128,,,
0:35:19,-0.128,,,
0:35:19,-0.128,,,
0:35:19,-0.128,,,
0:35:20,-0.125,,,
0:35:20,-0.128,,,
0:35:20,-0.128,,,
0:35:20,-0.125,,,
0:35:20,-0.128,,,
0:35:21,-0.125,,,
0:35:21,-0.131,,,
0:35:21,-0.125,,,
0:35:21,-0.128,,,
0:35:21,-0.128,,,
0:35:22,-0.128,,,
0:35:22,-0.128,,,
0:35:22,-0.128,,,
0:35:22,-0.125,,,
0:35:22,-0.125,,,
0:35:23,-0.125,,,
0:35:23,-0.128,,,
0:35:23,-0.128,,,
0:35:23,-0.128,,,
0:35:23,-0.128,,,
0:35:24,-0.128,,,
0:35:24,-0.128,,,
0:35:24,-0.128,,,
0:35:24,-0.125,,,
0:35:24,-0.125,,,
0:35:25,-0.125,,,
0:35:25,-0.125,,,
0:35:25,-0.128,,,
0:35:25,-0.128,,,
0:35:25,-0.128,,,
0:35:26,-0.128,,,
0:35:26,-0.128,,,
0:35:26,-0.128,,,
0:35:26,-0.131,,,
0:35:26,-0.131,,,
0:35:27,-0.131,,,
0:35:27,-0.131,,,
0:35:27,-0.131,,,
0:35:27,-0.131,,,
0:35:27,-0.131,,,
0:35:28,-0.134,,,
0:35:28,-0.137,,,
0:35:28,-0.137,,,
0:35:28,-0.137,,,
0:35:28,-0.14,,,
0:35:29,-0.143,,,
0:35:29,-0.14,,,
0:35:29,-0.14,,,
0:35:29,-0.143,,,
0:35:29,-0.146,,,
0:35:30,-0.146,,,
0:35:30,-0.146,,,
0:35:30,-0.15,,,
0:35:30,-0.153,,,
0:35:30,-0.153,,,
0:35:31,-0.15,,,
0:35:31,-0.153,,,
0:35:31,-0.153,,,
0:35:31,-0.15,,,
0:35:31,-0.153,,,
0:35:32,-0.156,,,
0:35:32,-0.156,,,
0:35:32,-0.159,,,
0:35:32,-0.165,,,
0:35:32,-0.162,,,
0:35:33,-0.162,,,
0:35:33,-0.171,,,
0:35:33,-0.174,,,
0:35:33,-0.177,,,
0:35:33,-0.177,,,
0:35:34,-0.18,,,
0:35:34,-0.183,,,
0:35:34,-0.18,,,
0:35:34,-0.183,,,
0:35:34,-0.183,,,
0:35:35,-0.189,,,
0:35:35,-0.186,,,
0:35:35,-0.186,,,
0:35:35,-0.186,,,
0:35:35,-0.189,,,
0:35:36,-0.186,,,
0:35:36,-0.183,,,
0:35:36,-0.189,,,
0:35:36,-0.186,,,
0:35:36,-0.189,,,
0:35:37,-0.186,,,
0:35:37,-0.186,,,
0:35:37,-0.189,,,
0:35:37,-0.192,,,
0:35:37,-0.189,,,
0:35:38,-0.189,,,
0:35:38,-0.189,,,
0:35:38,-0.186,,,
0:35:38,-0.192,,,
0:35:38,-0.195,,,
0:35:39,-0.192,,,
0:35:39,-0.192,,,
0:35:39,-0.195,,,
0:35:39,-0.195,,,
0:35:39,-0.189,,,
0:35:40,-0.186,,,
0:35:40,-0.189,,,
0:35:40,-0.192,,,
0:35:40,-0.186,,,
0:35:40,-0.186,,,
0:35:41,-0.189,,,
0:35:41,-0.192,,,
0:35:41,-0.189,,,
0:35:41,-0.192,,,
0:35:41,-0.186,,,
0:35:42,-0.189,,,
0:35:42,-0.186,,,
0:35:42,-0.189,,,
0:35:42,-0.186,,,
0:35:42,-0.186,,,
0:35:43,-0.189,,,
0:35:43,-0.189,,,
0:35:43,-0.183,,,
0:35:43,-0.186,,,
0:35:43,-0.189,,,
0:35:44,-0.189,,,
0:35:44,-0.186,,,
0:35:44,-0.189,,,
0:35:44,-0.192,,,
0:35:44,-0.189,,,
0:35:45,-0.186,,,
0:35:45,-0.189,,,
0:35:45,-0.192,,,
0:35:45,-0.189,,,
0:35:45,-0.192,,,
0:35:46,-0.192,,,
0:35:46,-0.189,,,
0:35:46,-0.186,,,
0:35:46,-0.192,,,
0:35:46,-0.189,,,
0:35:47,-0.186,,,
0:35:47,-0.183,,,
0:35:47,-0.186,,,
0:35:47,-0.186,,,
0:35:47,-0.186,,,
0:35:48,-0.186,,,
0:35:48,-0.186,,,
0:35:48,-0.186,,,
0:35:48,-0.186,,,
0:35:48,-0.183,,,
0:35:49,-0.189,,,
0:35:49,-0.189,,,
0:35:49,-0.186,,,
0:35:49,-0.183,,,
0:35:49,-0.186,,,
0:35:50,-0.189,,,
0:35:50,-0.192,,,
0:35:50,-0.192,,,
0:35:50,-0.195,,,
0:35:50,-0.192,,,
0:35:51,-0.189,,,
0:35:51,-0.195,,,
0:35:51,-0.195,,,
0:35:51,-0.195,,,
0:35:51,-0.198,,,
0:35:52,-0.201,,,
0:35:52,-0.198,,,
0:35:52,-0.204,,,
0:35:52,-0.208,,,
0:35:52,-0.208,,,
0:35:53,-0.204,,,
0:35:53,-0.208,,,
0:35:53,-0.211,,,
0:35:53,-0.211,,,
0:35:53,-0.211,,,
0:35:54,-0.217,,,
0:35:54,-0.217,,,
0:35:54,-0.217,,,
0:35:54,-0.217,,,
0:35:54,-0.217,,,
0:35:55,-0.214,,,
0:35:55,-0.217,,,
0:35:55,-0.223,,,
0:35:55,-0.226,,,
0:35:55,-0.226,,,
0:35:56,-0.229,,,
0:35:56,-0.229,,,
0:35:56,-0.226,,,
0:35:56,-0.229,,,
0:35:56,-0.235,,,
0:35:57,-0.235,,,
0:35:57,-0.235,,,
0:35:57,-0.235,,,
0:35:57,-0.232,,,
0:35:57,-0.232,,,
0:35:58,-0.235,,,
0:35:58,-0.232,,,
0:35:58,-0.232,,,
0:35:58,-0.232,,,
0:35:58,-0.232,,,
0:35:59,-0.235,,,
0:35:59,-0.238,,,
0:35:59,-0.232,,,
0:35:59,-0.232,,,
0:35:59,-0.238,,,
0:36:00,-0.235,,,
0:36:00,-0.238,,,
0:36:00,-0.238,,,
0:36:00,-0.244,,,
0:36:00,-0.244,,,
0:36:01,-0.244,,,
0:36:01,-0.253,,,
0:36:01,-0.247,,,
0:36:01,-0.247,,,
0:36:01,-0.253,,,
0:36:02,-0.256,,,
0:36:02,-0.253,,,
0:36:02,-0.253,,,
0:36:02,-0.256,,,
0:36:02,-0.256,,,
0:36:03,-0.259,,,
0:36:03,-0.259,,,
0:36:03,-0.256,,,
0:36:03,-0.259,,,
0:36:03,-0.259,,,
0:36:04,-0.262,,,
0:36:04,-0.259,,,
0:36:04,-0.256,,,
0:36:04,-0.253,,,
0:36:04,-0.253,,,
0:36:05,-0.253,,,
0:36:05,-0.253,,,
0:36:05,-0.253,,,
0:36:05,-0.256,,,
0:36:05,-0.256,,,
0:36:06,-0.256,,,
0:36:06,-0.256,,,
0:36:06,-0.259,,,
0:36:06,-0.259,,,
0:36:06,-0.262,,,
0:36:07,-0.266,,,
0:36:07,-0.269,,,
0:36:07,-0.269,,,
0:36:07,-0.269,,,
0:36:07,-0.269,,,
0:36:08,-0.269,,,
0:36:08,-0.272,,,
0:36:08,-0.272,,,
0:36:08,-0.272,,,
0:36:08,-0.272,,,
0:36:09,-0.275,,,
0:36:09,-0.275,,,
0:36:09,-0.272,,,
0:36:09,-0.272,,,
0:36:09,-0.275,,,
0:36:10,-0.275,,,
0:36:10,-0.275,,,
0:36:10,-0.275,,,
0:36:10,-0.275,,,
0:36:10,-0.278,,,
0:36:11,-0.275,,,
0:36:11,-0.275,,,
0:36:11,-0.275,,,
0:36:11,-0.275,,,
0:36:11,-0.275,,,
0:36:12,-0.275,,,
0:36:12,-0.275,,,
0:36:12,-0.278,,,
0:36:12,-0.278,,,
0:36:12,-0.278,,,
0:36:13,-0.278,,,
0:36:13,-0.278,,,
0:36:13,-0.278,,,
0:36:13,-0.278,,,
0:36:13,-0.275,,,
0:36:14,-0.275,,,
0:36:14,-0.275,,,
0:36:14,-0.275,,,
0:36:14,-0.275,,,
0:36:14,-0.272,,,
0:36:15,-0.275,,,
0:36:15,-0.275,,,
0:36:15,-0.275,,,
0:36:15,-0.272,,,
0:36:15,-0.272,,,
0:36:16,-0.275,,,
0:36:16,-0.272,,,
0:36:16,-0.275,,,
0:36:16,-0.275,,,
0:36:16,-0.275,,,
0:36:17,-0.272,,,
0:36:17,-0.272,,,
0:36:17,-0.272,,,
0:36:17,-0.272,,,
0:36:17,-0.272,,,
0:36:18,-0.269,,,
0:36:18,-0.269,,,
0:36:18,-0.266,,,
0:36:18,-0.269,,,
0:36:18,-0.266,,,
0:36:19,-0.269,,,
0:36:19,-0.269,,,
0:36:19,-0.272,,,
0:36:19,-0.272,,,
0:36:19,-0.269,,,
0:36:20,-0.272,,,
0:36:20,-0.269,,,
0:36:20,-0.269,,,
0:36:20,-0.269,,,
0:36:20,-0.272,,,
0:36:21,-0.272,,,
0:36:21,-0.269,,,
0:36:21,-0.272,,,
0:36:21,-0.269,,,
0:36:21,-0.272,,,
0:36:22,-0.272,,,
0:36:22,-0.269,,,
0:36:22,-0.269,,,
0:36:22,-0.269,,,
0:36:22,-0.269,,,
0:36:23,-0.269,,,
0:36:23,-0.269,,,
0:36:23,-0.269,,,
0:36:23,-0.278,,,
0:36:23,-0.275,,,
0:36:24,-0.272,,,
0:36:24,-0.275,,,
0:36:24,-0.275,,,
0:36:24,-0.275,,,
0:36:24,-0.275,,,
0:36:25,-0.275,,,
0:36:25,-0.275,,,
0:36:25,-0.278,,,
0:36:25,-0.275,,,
0:36:25,-0.272,,,
0:36:26,-0.275,,,
0:36:26,-0.275,,,
0:36:26,-0.275,,,
0:36:26,-0.272,,,
0:36:26,-0.272,,,
0:36:27,-0.235,,,
0:36:27,-0.272,,,
0:36:27,-0.272,,,
0:36:27,-0.275,,,
0:36:27,-0.269,,,
0:36:28,-0.269,,,
0:36:28,-0.269,,,
0:36:28,-0.272,,,
0:36:28,-0.272,,,
0:36:28,-0.275,,,
0:36:29,-0.272,,,
0:36:29,-0.272,,,
0:36:29,-0.275,,,
0:36:29,-0.275,,,
0:36:29,-0.275,,,
0:36:30,-0.275,,,
0:36:30,-0.272,,,
0:36:30,-0.266,,,
0:36:30,-0.275,,,
0:36:30,-0.275,,,
0:36:31,-0.308,,,
0:36:31,-0.275,,,
0:36:31,-0.275,,,
0:36:31,-0.278,,,
0:36:31,-0.278,,,
0:36:32,-0.278,,,
0:36:32,-0.275,,,
0:36:32,-0.278,,,
0:36:32,-0.281,,,
0:36:32,-0.281,,,
0:36:33,-0.278,,,
0:36:33,-0.281,,,
0:36:33,-0.278,,,
0:36:33,-0.278,,,
0:36:33,-0.278,,,
0:36:34,-0.281,,,
0:36:34,-0.272,,,
0:36:34,-0.281,,,
0:36:34,-0.278,,,
0:36:34,-0.284,,,
0:36:35,-0.281,,,
0:36:35,-0.278,,,
0:36:35,-0.281,,,
0:36:35,-0.281,,,
0:36:35,-0.284,,,
0:36:36,-0.281,,,
0:36:36,-0.281,,,
0:36:36,-0.281,,,
0:36:36,-0.278,,,
0:36:36,-0.278,,,
0:36:37,-0.281,,,
0:36:37,-0.278,,,
0:36:37,-0.284,,,
0:36:37,-0.284,,,
0:36:37,-0.284,,,
0:36:38,-0.281,,,
0:36:38,-0.278,,,
0:36:38,-0.278,,,
0:36:38,-0.278,,,
0:36:38,-0.278,,,
0:36:39,-0.278,,,
0:36:39,-0.278,,,
0:36:39,-0.272,,,
0:36:39,-0.275,,,
0:36:39,-0.281,,,
0:36:40,-0.278,,,
0:36:40,-0.275,,,
0:36:40,-0.281,,,
0:36:40,-0.275,,,
0:36:40,-0.278,,,
0:36:41,-0.278,,,
0:36:41,-0.275,,,
0:36:41,-0.281,,,
0:36:41,-0.278,,,
0:36:41,-0.275,,,
0:36:42,-0.275,,,
0:36:42,-0.278,,,
0:36:42,-0.272,,,
0:36:42,-0.278,,,
0:36:42,-0.272,,,
0:36:43,-0.275,,,
0:36:43,-0.278,,,
0:36:43,-0.275,,,
0:36:43,-0.275,,,
0:36:43,-0.275,,,
0:36:44,-0.272,,,
0:36:44,-0.272,,,
0:36:44,-0.272,,,
0:36:44,-0.269,,,
0:36:44,-0.272,,,
0:36:45,-0.272,,,
0:36:45,-0.272,,,
0:36:45,-0.269,,,
0:36:45,-0.272,,,
0:36:45,-0.269,,,
0:36:46,-0.272,,,
0:36:46,-0.269,,,
0:36:46,-0.272,,,
0:36:46,-0.272,,,
0:36:46,-0.269,,,
0:36:47,-0.272,,,
0:36:47,-0.272,,,
0:36:47,-0.269,,,
0:36:47,-0.266,,,
0:36:47,-0.266,,,
0:36:48,-0.266,,,
0:36:48,-0.262,,,
0:36:48,-0.266,,,
0:36:48,-0.266,,,
0:36:48,-0.266,,,
0:36:49,-0.266,,,
0:36:49,-0.269,,,
0:36:49,-0.266,,,
0:36:49,-0.266,,,
0:36:49,-0.269,,,
0:36:50,-0.266,,,
0:36:50,-0.266,,,
0:36:50,-0.269,,,
0:36:50,-0.266,,,
0:36:50,-0.266,,,
0:36:51,-0.266,,,
0:36:51,-0.269,,,
0:36:51,-0.269,,,
0:36:51,-0.269,,,
0:36:51,-0.266,,,
0:36:52,-0.272,,,
0:36:52,-0.269,,,
0:36:52,-0.269,,,
0:36:52,-0.275,,,
0:36:52,-0.269,,,
0:36:53,-0.272,,,
0:36:53,-0.272,,,
0:36:53,-0.272,,,
0:36:53,-0.272,,,
0:36:53,-0.269,,,
0:36:54,-0.272,,,
0:36:54,-0.269,,,
0:36:54,-0.275,,,
0:36:54,-0.272,,,
0:36:54,-0.272,,,
0:36:55,-0.275,,,
0:36:55,-0.275,,,
0:36:55,-0.275,,,
0:36:55,-0.275,,,
0:36:55,-0.278,,,
0:36:56,-0.278,,,
0:36:56,-0.278,,,
0:36:56,-0.278,,,
0:36:56,-0.281,,,
0:36:56,-0.278,,,
0:36:57,-0.278,,,
0:36:57,-0.278,,,
0:36:57,-0.278,,,
0:36:57,-0.278,,,
0:36:57,-0.278,,,
0:36:58,-0.281,,,
0:36:58,-0.278,,,
0:36:58,-0.278,,,
0:36:58,-0.278,,,
0:36:58,-0.278,,,
0:36:59,-0.281,,,
0:36:59,-0.278,,,
0:36:59,-0.281,,,
0:36:59,-0.278,,,
0:36:59,-0.278,,,
0:37:00,-0.278,,,
0:37:00,-0.278,,,
0:37:00,-0.281,,,
0:37:00,-0.281,,,
0:37:00,-0.281,,,
0:37:01,-0.281,,,
0:37:01,-0.284,,,
0:37:01,-0.281,,,
0:37:01,-0.281,,,
0:37:01,-0.278,,,
0:37:02,-0.281,,,
0:37:02,-0.281,,,
0:37:02,-0.278,,,
0:37:02,-0.278,,,
0:37:02,-0.275,,,
0:37:03,-0.281,,,
0:37:03,-0.278,,,
0:37:03,-0.278,,,
0:37:03,-0.278,,,
0:37:03,-0.278,,,
0:37:04,-0.281,,,
0:37:04,-0.281,,,
0:37:04,-0.281,,,
0:37:04,-0.281,,,
0:37:04,-0.281,,,
0:37:05,-0.281,,,
0:37:05,-0.284,,,
0:37:05,-0.281,,,
0:37:05,-0.284,,,
0:37:05,-0.281,,,
0:37:06,-0.281,,,
0:37:06,-0.281,,,
0:37:06,-0.284,,,
0:37:06,-0.281,,,
0:37:06,-0.284,,,
0:37:07,-0.278,,,
0:37:07,-0.281,,,
0:37:07,-0.281,,,
0:37:07,-0.278,,,
0:37:07,-0.281,,,
0:37:08,-0.281,,,
0:37:08,-0.278,,,
0:37:08,-0.281,,,
0:37:08,-0.281,,,
0:37:08,-0.281,,,
0:37:09,-0.281,,,
0:37:09,-0.281,,,
0:37:09,-0.281,,,
0:37:09,-0.281,,,
0:37:09,-0.281,,,
0:37:10,-0.281,,,
0:37:10,-0.284,,,
0:37:10,-0.284,,,
0:37:10,-0.281,,,
0:37:10,-0.284,,,
0:37:11,-0.281,,,
0:37:11,-0.281,,,
0:37:11,-0.281,,,
0:37:11,-0.281,,,
0:37:11,-0.281,,,
0:37:12,-0.281,,,
0:37:12,-0.284,,,
0:37:12,-0.284,,,
0:37:12,-0.281,,,
0:37:12,-0.281,,,
0:37:13,-0.284,,,
0:37:13,-0.284,,,
0:37:13,-0.281,,,
0:37:13,-0.281,,,
0:37:13,-0.281,,,
0:37:14,-0.281,,,
0:37:14,-0.284,,,
0:37:14,-0.284,,,
0:37:14,-0.284,,,
0:37:14,-0.284,,,
0:37:15,-0.284,,,
0:37:15,-0.287,,,
0:37:15,-0.287,,,
0:37:15,-0.287,,,
0:37:15,-0.284,,,
0:37:16,-0.281,,,
0:37:16,-0.281,,,
0:37:16,-0.287,,,
0:37:16,-0.287,,,
0:37:16,-0.281,,,
0:37:17,-0.284,,,
0:37:17,-0.284,,,
0:37:17,-0.284,,,
0:37:17,-0.284,,,
0:37:17,-0.287,,,
0:37:18,-0.284,,,
0:37:18,-0.284,,,
0:37:18,-0.287,,,
0:37:18,-0.281,,,
0:37:18,-0.281,,,
0:37:19,-0.287,,,
0:37:19,-0.284,,,
0:37:19,-0.284,,,
0:37:19,-0.284,,,
0:37:19,-0.281,,,
0:37:20,-0.281,,,
0:37:20,-0.281,,,
0:37:20,-0.284,,,
0:37:20,-0.284,,,
0:37:20,-0.284,,,
0:37:21,-0.284,,,
0:37:21,-0.284,,,
0:37:21,-0.287,,,
0:37:21,-0.281,,,
0:37:21,-0.281,,,
0:37:22,-0.281,,,
0:37:22,-0.281,,,
0:37:22,-0.281,,,
0:37:22,-0.278,,,
0:37:22,-0.278,,,
0:37:23,-0.278,,,
0:37:23,-0.275,,,
0:37:23,-0.278,,,
0:37:23,-0.278,,,
0:37:23,-0.275,,,
0:37:24,-0.272,,,
0:37:24,-0.275,,,
0:37:24,-0.275,,,
0:37:24,-0.275,,,
0:37:24,-0.272,,,
0:37:25,-0.272,,,
0:37:25,-0.275,,,
0:37:25,-0.275,,,
0:37:25,-0.272,,,
0:37:25,-0.272,,,
0:37:26,-0.281,,,
0:37:26,-0.278,,,
0:37:26,-0.281,,,
0:37:26,-0.278,,,
0:37:26,-0.281,,,
0:37:27,-0.275,,,
0:37:27,-0.278,,,
0:37:27,-0.278,,,
0:37:27,-0.278,,,
0:37:27,-0.275,,,
0:37:28,-0.275,,,
0:37:28,-0.281,,,
0:37:28,-0.281,,,
0:37:28,-0.278,,,
0:37:28,-0.272,,,
0:37:29,-0.275,,,
0:37:29,-0.275,,,
0:37:29,-0.272,,,
0:37:29,-0.269,,,
0:37:29,-0.266,,,
0:37:30,-0.272,,,
0:37:30,-0.272,,,
0:37:30,-0.269,,,
0:37:30,-0.269,,,
0:37:30,-0.269,,,
0:37:31,-0.272,,,
0:37:31,-0.266,,,
0:37:31,-0.266,,,
0:37:31,-0.272,,,
0:37:31,-0.266,,,
0:37:32,-0.269,,,
0:37:32,-0.266,,,
0:37:32,-0.266,,,
0:37:32,-0.266,,,
0:37:32,-0.266,,,
0:37:33,-0.266,,,
0:37:33,-0.266,,,
0:37:33,-0.266,,,
0:37:33,-0.269,,,
0:37:33,-0.266,,,
0:37:34,-0.269,,,
0:37:34,-0.269,,,
0:37:34,-0.266,,,
0:37:34,-0.266,,,
0:37:34,-0.272,,,
0:37:35,-0.269,,,
0:37:35,-0.269,,,
0:37:35,-0.269,,,
0:37:35,-0.272,,,
0:37:35,-0.272,,,
0:37:36,-0.275,,,
0:37:36,-0.275,,,
0:37:36,-0.275,,,
0:37:36,-0.272,,,
0:37:36,-0.272,,,
0:37:37,-0.275,,,
0:37:37,-0.275,,,
0:37:37,-0.275,,,
0:37:37,-0.272,,,
0:37:37,-0.275,,,
0:37:38,-0.275,,,
0:37:38,-0.275,,,
0:37:38,-0.272,,,
0:37:38,-0.278,,,
0:37:38,-0.278,,,
0:37:39,-0.278,,,
0:37:39,-0.275,,,
0:37:39,-0.278,,,
0:37:39,-0.275,,,
0:37:39,-0.281,,,
0:37:40,-0.278,,,
0:37:40,-0.278,,,
0:37:40,-0.278,,,
0:37:40,-0.275,,,
0:37:40,-0.275,,,
0:37:41,-0.272,,,
0:37:41,-0.272,,,
0:37:41,-0.272,,,
0:37:41,-0.275,,,
0:37:41,-0.275,,,
0:37:42,-0.272,,,
0:37:42,-0.272,,,
0:37:42,-0.275,,,
0:37:42,-0.272,,,
0:37:42,-0.272,,,
0:37:43,-0.275,,,
0:37:43,-0.275,,,
0:37:43,-0.272,,,
0:37:43,-0.272,,,
0:37:43,-0.275,,,
0:37:44,-0.275,,,
0:37:44,-0.272,,,
0:37:44,-0.275,,,
0:37:44,-0.275,,,
0:37:44,-0.278,,,
0:37:45,-0.278,,,
0:37:45,-0.275,,,
0:37:45,-0.278,,,
0:37:45,-0.278,,,
0:37:45,-0.278,,,
0:37:46,-0.278,,,
0:37:46,-0.278,,,
0:37:46,-0.278,,,
0:37:46,-0.278,,,
0:37:46,-0.278,,,
